Index,Folder,Lek,Pista,DateRange,DateRange_Folder,FileName,studyPeriod,Male,PresentYN,DisplayYN,Snaps,quietSnaps,Grunts,Rolls,Calls,FemVisitation,courtshipSuccess,courtshipSuccess2,Copulation,JuvPresent,Gardening,vidLength,Notes,Observer,Unnamed: 24,is_available,local_path
0,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4c,12.14.21-12.18.21,12.14.21-12.18.21,L6.P4c_12.14.21-12.18.21_0045.MP4,,WBY,Y,Y,,3.0,,,,2,0,0,,,,30,two green birds visit; neither enter court,HLA,,True,./curated/femvisitation-videos/L6.P4c_12.14.21-12.18.21_0045.MP4
1,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 2,12.05.21-12.10.21,12.05.21-12.10.21,12.05.21-12.10.21_0049.MP4,,OBY,Y,Y,8.0,2.0,,,,2,2,0,,,,30,I think these are 2 juveniles.. not sure tho,HLA,,True,./curated/femvisitation-videos/12.05.21-12.10.21_0049.MP4
2,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,11.22.21-11.24.21,11.22.21-11.24.21,L6.P4_11.22.21-11.24.21_0021.MP4,,LOU,Y,Y,14.0,5.0,1.0,,,1,0,0,,,,60,female did not join in courtship dance,HLA,,True,./curated/femvisitation-videos/L6.P4_11.22.21-11.24.21_0021.MP4
3,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 2,11.18.21-11.22.21,11.18.21-11.22.21,11.18.21-11.22.21_0021.MP4,,OBY,Y,Y,4.0,14.0,,4.0,,1,0,0,,,,60,Green bird looking on (unbanded); no indicators of juv male,HLA,,True,./curated/femvisitation-videos/11.18.21-11.22.21_0021.MP4
4,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 2,11.24.21-11.30.21,11.24.21-11.30.21,11.24.21-11.30.21_0037.MP4,,OBY,Y,Y,,4.0,,2.0,,1,0,0,,,,60,,HLA,,True,./curated/femvisitation-videos/11.24.21-11.30.21_0037.MP4
5,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 2,12.14.21-12.18.21,12.14.21-12.18.21,12.14.21-12.18.21_0027.MP4,,OBY,Y,Y,,1.0,,1.0,,1,0,0,,,,30,Prob a female visiting?,HLA,,True,./curated/femvisitation-videos/12.14.21-12.18.21_0027.MP4
6,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4c,1.15.22-1.20.22,1.15.22-1.20.22,L6.P4c_1.15.22-1.20.22_0011.MP4,,WBY,Y,Y,1.0,,,1.0,,1,0,0,,,,30,"At least one other male also zooming around, potentially encroaching on WBY territory, leading to chase; crazy video",HLA,,True,./curated/femvisitation-videos/L6.P4c_1.15.22-1.20.22_0011.MP4
7,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4c,1.15.22-1.20.22,1.15.22-1.20.22,L6.P4c_1.15.22-1.20.22_0035.MP4,,WBY,Y,Y,1.0,2.0,,1.0,1.0,1,0,0,,,,30,"Male flying back and forth from pista, possibly an undescribed display component; likely a female visitation based on how amped the male is, but not totally sure ",HLA,,True,./curated/femvisitation-videos/L6.P4c_1.15.22-1.20.22_0035.MP4
8,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4c,12.14.21-12.18.21,12.14.21-12.18.21,L6.P4c_12.14.21-12.18.21_0024.MP4,,WBY,Y,Y,2.0,2.0,,,2.0,1,0,0,,,,30,NOT SURE IF JUV OR FEMALE,HLA,,True,./curated/femvisitation-videos/L6.P4c_12.14.21-12.18.21_0024.MP4
9,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4c,12.14.21-12.18.21,12.14.21-12.18.21,L6.P4c_12.14.21-12.18.21_0025.MP4,,WBY,Y,Y,3.0,,1.0,,,1,0,0,,,,30,NOT SURE IF JUV OR FEMALE,HLA,,True,./curated/femvisitation-videos/L6.P4c_12.14.21-12.18.21_0025.MP4
10,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4c,12.14.21-12.18.21,12.14.21-12.18.21,L6.P4c_12.14.21-12.18.21_0037.MP4,,WBY,Y,Y,,4.0,,,,1,0,0,,,,30,,HLA,,True,./curated/femvisitation-videos/L6.P4c_12.14.21-12.18.21_0037.MP4
11,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4c,12.14.21-12.18.21,12.14.21-12.18.21,L6.P4c_12.14.21-12.18.21_0051.MP4,,WBY,Y,Y,1.0,1.0,,1.0,1.0,1,0,0,,,,30,Female does not enter court,HLA,,True,./curated/femvisitation-videos/L6.P4c_12.14.21-12.18.21_0051.MP4
12,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 6,11.24.21-11.30.21 (WWR),11.24.21-11.30.21 (WWR),L6.P6_11.24.21-11.30.21_0010-WWR.MP4,,WWR,Y,N,,,,,,1,0,0,,,,60,Green bird present on sidelines; not sure if female; male pooped,HLA,,True,./curated/femvisitation-videos/L6.P6_11.24.21-11.30.21_0010-WWR.MP4
13,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 3,12.01.21-12.05.21,12.01.21-12.05.21,L6.P3_12.01.21-12.05.21_0006.MP4,,BUR,Y,Y,3.0,,1.0,,,1,1,1,,,,60,female YRG visiting; they danced for a bit,HLA,,True,./curated/femvisitation-videos/L6.P3_12.01.21-12.05.21_0006.MP4
14,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.10.22-01.15.22 (BUR took over),01.10.22-01.15.22 (BUR took over),L6.P4_1.10.22-01.15.22_0032.MP4,,BUR,Y,Y,6.0,,1.0,,1.0,1,1,1,,,,30,suspect female because she is always trying to remain above male; flying at points,,,True,./curated/femvisitation-videos/L6.P4_1.10.22-01.15.22_0032.MP4
15,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.15.22-01.20.22,01.15.22-01.20.22,L6.P4_1.15.22-01.20.22_0003.MP4,,BUR,Y,Y,5.0,,1.0,,,1,1,1,,,,30,,,,True,./curated/femvisitation-videos/L6.P4_1.15.22-01.20.22_0003.MP4
16,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,01.15.22-01.20.22,01.15.22-01.20.22,L6.P4_1.15.22-01.20.22_0004.MP4,,BUR,Y,Y,5.0,,1.0,,,1,1,1,,,,30,,,,True,./curated/femvisitation-videos/L6.P4_1.15.22-01.20.22_0004.MP4
17,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 3,12.14.21-12.18.21 (B),12.14.21-12.18.21 (B),L6.P3_12.14.21-12.18.21_0009.MP4,,BYG,Y,Y,3.0,,1.0,,1.0,1,1,0,,,,30,BYG still only has B; could be juvenile male (just get that sense?) but meets criteria for courtshipSuccess so calling female,HLA,,True,./curated/femvisitation-videos/L6.P3_12.14.21-12.18.21_0009.MP4
18,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,"12.01.21-12.05.21 (LOU, then replaced by B)","12.01.21-12.05.21 (LOU, then replaced by B)",L6.P4_12.01.21-12.05.21_0078.MP4,,BYG,Y,Y,6.0,1.0,,1.0,,1,1,0,,,,60,"green unbanded bird; male not waiting for her to lead, he was leaping to other saplings without her leaping toward him; unsure if juv or f, but meets criteria for courtship success",HLA,,True,./curated/femvisitation-videos/L6.P4_12.01.21-12.05.21_0078.MP4
19,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,"12.01.21-12.05.21 (LOU, then replaced by B)","12.01.21-12.05.21 (LOU, then replaced by B)",L6.P4_12.01.21-12.05.21_0083.MP4,,BYG,Y,Y,4.0,4.0,,,1.0,1,1,1,,,,60,Unbanded green bird,HLA,,True,./curated/femvisitation-videos/L6.P4_12.01.21-12.05.21_0083.MP4
20,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,12.05.21-12.10.21,12.05.21-12.10.21,L6.P4_12.05.21-12.10.21_0001-B.MP4,,BYG,Y,Y,1.0,,,,1.0,1,1,1,,,,30,"Female has G on right leg; male is jumping back and forth between saplings silently, waiting for her to join the courtship dance; does make one leap onto male's perch, so counting as courtship success",HLA,,True,./curated/femvisitation-videos/L6.P4_12.05.21-12.10.21_0001-B.MP4
21,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,12.05.21-12.10.21,12.05.21-12.10.21,L6.P4_12.05.21-12.10.21_0005-B.MP4,,BYG,Y,Y,3.0,1.0,,,2.0,1,1,1,,,,30,Unbanded female briefly entered court,HLA,,True,./curated/femvisitation-videos/L6.P4_12.05.21-12.10.21_0005-B.MP4
22,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4b,12.18.21-12.24.21,12.18.21-12.24.21,L6.P4b_12.18.21-12.24.21__0006.MP4,,BYG,Y,Y,2.0,,1.0,,,1,1,1,,,,30,Unbanded green bird; BYG still only has B,HLA,,True,./curated/femvisitation-videos/L6.P4b_12.18.21-12.24.21__0006.MP4
23,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 1,12.1.21-12.5.21,12.1.21-12.5.21,12.1.21-12.5.21_0006.MP4,,GUY,y,y,10.0,0.0,1.0,0.0,0.0,1,1,1,0.0,0.0,0.0,60,Female WUU,MJ,,True,./curated/femvisitation-videos/12.1.21-12.5.21_0006.MP4
24,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 1,12.1.21-12.5.21,12.1.21-12.5.21,12.1.21-12.5.21_0018.MP4,,GUY,Y,Y,10.0,1.0,1.0,0.0,0.0,1,1,1,0.0,0.0,0.0,60,female unbanded,MJ,,True,./curated/femvisitation-videos/12.1.21-12.5.21_0018.MP4
25,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 1,12.5.21-12.10.21,12.5.21-12.10.21,12.5.21-12.10.21_0007.MP4,,GUY,Y,Y,6.0,2.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,30,I think the female was YRG ,MJ,,True,./curated/femvisitation-videos/12.5.21-12.10.21_0007.MP4
26,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 1,12.5.21-12.10.21,12.5.21-12.10.21,12.5.21-12.10.21_0008.MP4,,GUY,Y,Y,5.0,0.0,1.0,0.0,0.0,1,1,1,0.0,0.0,0.0,30,I think the female was YRG ,MJ,,True,./curated/femvisitation-videos/12.5.21-12.10.21_0008.MP4
27,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,11.18.21-11.22.21,11.18.21-11.22.21,L6.P4_11.18.21-11.22.21_0043.MP4,,LOU,Y,Y,9.0,1.0,,3.0,,1,1,1,,,,60,,DVD,,True,./curated/femvisitation-videos/L6.P4_11.18.21-11.22.21_0043.MP4
28,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,11.18.21-11.22.21,11.18.21-11.22.21,L6.P4_11.18.21-11.22.21_LOU-11.19.21-11-female-visitation1-YRG.MP4,,LOU,Y,Y,20.0,,5.0,3.0,,1,1,1,,,,60,Female YRG,DVD,,True,./curated/femvisitation-videos/L6.P4_11.18.21-11.22.21_LOU-11.19.21-11-female-visitation1-YRG.MP4
29,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,11.18.21-11.22.21,11.18.21-11.22.21,L6.P4_11.18.21-11.22.21_LOU-11.19.21-12-female-visitation2-unbanded.MP4,,LOU,Y,Y,15.0,1.0,1.0,3.0,2.0,1,1,1,,,,60,"Quieter grunt-like sounds observed while snapping/displaying (not counted), different from grunt on ground; possibly a female visitation and then a juvenile visitation?",DVD,,False,./curated/femvisitation-videos/L6.P4_11.18.21-11.22.21_LOU-11.19.21-12-female-visitation2-unbanded.MP4
30,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,11.18.21-11.22.21,11.18.21-11.22.21,L6.P4_11.18.21-11.22.21_LOU-11.19.21-3-female-visitation.MP4,,LOU,Y,Y,12.0,5.0,1.0,,,1,1,1,,,,60,Female YRG,DVD,,True,./curated/femvisitation-videos/L6.P4_11.18.21-11.22.21_LOU-11.19.21-3-female-visitation.MP4
31,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,11.24.21-11.26.21,11.24.21-11.26.21,L6.P4_11.24.21-11.26.21_0044.MP4,,LOU,Y,Y,8.0,,,,,1,1,1,,,,60,female unbanded ,NSA,,True,./curated/femvisitation-videos/L6.P4_11.24.21-11.26.21_0044.MP4
32,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,"12.01.21-12.05.21 (LOU, then replaced by B)","12.01.21-12.05.21 (LOU, then replaced by B)",L6.P4_12.01.21-12.05.21_0027.MP4,,LOU,Y,Y,19.0,,2.0,3.0,1.0,1,1,1,,,,60,Female WUU; BUT ALSO LOOKED LIKE  IT HAD A BEARD -- known female with beard out!!!; split male rolls in half bc could have been neighboring pista,HLA,,True,./curated/femvisitation-videos/L6.P4_12.01.21-12.05.21_0027.MP4
33,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,"12.01.21-12.05.21 (LOU, then replaced by B)","12.01.21-12.05.21 (LOU, then replaced by B)",L6.P4_12.01.21-12.05.21_0028.MP4,,LOU,Y,Y,14.0,,2.0,2.0,2.0,1,1,1,,,,60,Unbanded female,HLA,,True,./curated/femvisitation-videos/L6.P4_12.01.21-12.05.21_0028.MP4
34,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,"12.01.21-12.05.21 (LOU, then replaced by B)","12.01.21-12.05.21 (LOU, then replaced by B)",L6.P4_12.01.21-12.05.21_0030.MP4,,LOU,Y,Y,10.0,,1.0,1.0,5.0,1,1,1,,,,60,WUU visiting again; BEARD UP!,HLA,,True,./curated/femvisitation-videos/L6.P4_12.01.21-12.05.21_0030.MP4
35,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,"12.01.21-12.05.21 (LOU, then replaced by B)","12.01.21-12.05.21 (LOU, then replaced by B)",L6.P4_12.01.21-12.05.21_0034.MP4,,LOU,Y,Y,15.0,2.0,1.0,2.0,1.0,1,1,1,,,,60,WUU back again; beard up,HLA,,True,./curated/femvisitation-videos/L6.P4_12.01.21-12.05.21_0034.MP4
36,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4,"12.01.21-12.05.21 (LOU, then replaced by B)","12.01.21-12.05.21 (LOU, then replaced by B)",L6.P4_12.01.21-12.05.21_0037.MP4,,LOU,Y,Y,8.0,,,2.0,3.0,1,1,1,,,,60,WUU again,HLA,,True,./curated/femvisitation-videos/L6.P4_12.01.21-12.05.21_0037.MP4
37,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 2,11.24.21-11.30.21,11.24.21-11.30.21,11.24.21-11.30.21_0021.MP4,,OBY,Y,Y,6.0,,,,,1,1,1,,,,60,Female appears to be in courtship dance,HLA,,True,./curated/femvisitation-videos/11.24.21-11.30.21_0021.MP4
38,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 2,11.24.21-11.30.21,11.24.21-11.30.21,11.24.21-11.30.21_0034-female-visitation.MP4,,OBY,Y,Y,8.0,1.0,,1.0,,1,1,1,,,,60,,HLA,,True,./curated/femvisitation-videos/11.24.21-11.30.21_0034-female-visitation.MP4
39,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 2,11.24.21-11.30.21,11.24.21-11.30.21,11.24.21-11.30.21_0035-female-visitation.MP4,,OBY,Y,Y,6.0,,,3.0,,1,1,1,,,,60,,HLA,,True,./curated/femvisitation-videos/11.24.21-11.30.21_0035-female-visitation.MP4
40,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 2,12.01.21-12.05.21,12.01.21-12.05.21,12.01.21-12.05.21_0009.MP4,,OBY,Y,Y,2.0,,1.0,,,1,1,1,,,,60,Flying like female; female likely WUU,HLA,,False,./curated/femvisitation-videos/12.01.21-12.05.21_0009.MP4
41,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 2,12.01.21-12.05.21,12.01.21-12.05.21,12.01.21-12.05.21_0010.MP4,,OBY,Y,Y,13.0,7.0,1.0,5.0,,1,1,1,,,,60,Banded female WUU,HLA,,False,./curated/femvisitation-videos/12.01.21-12.05.21_0010.MP4
42,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 2,12.01.21-12.05.21,12.01.21-12.05.21,12.01.21-12.05.21_0011.MP4,,OBY,Y,Y,11.0,3.0,1.0,3.0,,1,1,1,,,,60,Unbanded; likely female; 2 mins after previous visitation; this female unbanded,HLA,,False,./curated/femvisitation-videos/12.01.21-12.05.21_0011.MP4
43,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 2,12.01.21-12.05.21,12.01.21-12.05.21,12.01.21-12.05.21_0012.MP4,,OBY,Y,Y,4.0,6.0,,4.0,1.0,1,1,1,,,,60,WUU again; seems like male is doing more quiet snaps when females are visiting; wonder if this is a close-range signal; could be analagous to female cowbirds preferring less intense male displays,HLA,,False,./curated/femvisitation-videos/12.01.21-12.05.21_0012.MP4
44,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 2,12.05.21-12.10.21,12.05.21-12.10.21,12.05.21-12.10.21_0018-juv?.MP4,,OBY,Y,Y,7.0,,1.0,1.0,,1,1,1,,,,30,"Flying around but had beard up; must be juv, I think; later revised this; I have seen instances where known females have extended their beards",HLA,,False,./curated/femvisitation-videos/12.05.21-12.10.21_0018-juv?.MP4
45,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 2,12.05.21-12.10.21,12.05.21-12.10.21,12.05.21-12.10.21_0019.MP4,,OBY,Y,Y,4.0,4.0,,,,1,1,1,,,,30,"Banded green bird, but cannot see colors bc black and white footage; not sure if female or juv male tbh",HLA,,True,./curated/femvisitation-videos/12.05.21-12.10.21_0019.MP4
46,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 2,12.05.21-12.10.21,12.05.21-12.10.21,12.05.21-12.10.21_0046.MP4,,OBY,Y,Y,5.0,2.0,,1.0,,1,1,1,,,,30,Unbanded green flying,HLA,,True,./curated/femvisitation-videos/12.05.21-12.10.21_0046.MP4
47,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 2,12.14.21-12.18.21,12.14.21-12.18.21,12.14.21-12.18.21_0022.MP4,,OBY,Y,Y,1.0,,,1.0,,1,1,1,,,,30,Possibly female; green bird at edge of frame,HLA,,True,./curated/femvisitation-videos/12.14.21-12.18.21_0022.MP4
48,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0047.MP4,,OGR,Y,Y,11.0,0.0,2.0,0.0,0.0,1,1,1,0.0,0.0,0.0,30,,MJ,,True,./curated/femvisitation-videos/1.7.22-1.15.22_0047.MP4
49,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 1,12.18.21-12.24.21,12.18.21-12.24.21,12.18.21-12.24.21_0020.MP4,,OGR,Y,Y,14.0,2.0,1.0,1.0,0.0,1,1,1,0.0,0.0,0.0,30,Female unbanded,MJ,,True,./curated/femvisitation-videos/12.18.21-12.24.21_0020.MP4
50,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 1,12.18.21-12.24.21,12.18.21-12.24.21,12.18.21-12.24.21_0021.MP4,,OGR,Y,Y,0.0,0.0,0.0,1.0,1.0,1,1,1,0.0,0.0,0.0,30,are there one or two snaps at the beginning? Would they both be considered quiet? ,MJ,,True,./curated/femvisitation-videos/12.18.21-12.24.21_0021.MP4
51,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 1,12.18.21-12.24.21,12.18.21-12.24.21,12.18.21-12.24.21_0022.MP4,,OGR,Y,Y,3.0,2.0,0.0,1.0,1.0,1,1,1,0.0,0.0,0.0,30,Unsure on the calls out of frame. Might be one? ,MJ,,True,./curated/femvisitation-videos/12.18.21-12.24.21_0022.MP4
52,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 1,12.18.21-12.24.21,12.18.21-12.24.21,12.18.21-12.24.21_0023.MP4,,OGR,Y,Y,3.0,1.0,1.0,0.0,0.0,1,1,1,0.0,0.0,0.0,30,unsure on the calls out of frame. ,MJ,,True,./curated/femvisitation-videos/12.18.21-12.24.21_0023.MP4
53,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 8,12.5.21-12.10.21,12.5.21-12.10.21,L6.P8_12.5.21-12.10.21_0050-OGR-two-greens.MP4,,OGR,Y,Y,3.0,3.0,,,,1,1,1,,1.0,,30,"TWO GREEN BIRDS; NOT ACTUALLY SURE IF F OR JUV; NEITHER ARE BEARD UP, BOTH AT ONE POINT LEAP TOWARD MALE, ALTHOUGH MALE LEAPS TOWARD ONE AT ONE POINT",HLA,,True,./curated/femvisitation-videos/L6.P8_12.5.21-12.10.21_0050-OGR-two-greens.MP4
54,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 8,12.5.21-12.10.21,12.5.21-12.10.21,L6.P8_12.5.21-12.10.21_0062.MP4,,OGR,Y,Y,4.0,,1.0,,,1,1,1,,,,30,"Female, looks like YYG but no YYG in datasheet; male slid down pole, probably an attempted mounting; she did not oblige",HLA,,True,./curated/femvisitation-videos/L6.P8_12.5.21-12.10.21_0062.MP4
55,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 5,1.7.22-1.15.22,1.7.22-1.15.22,L6.P5_1.7.22-1.15.22_0002-UWO_visitation.MP4,,UWO,Y,Y,7.0,,1.0,,,1,1,1,,,,30,,MJ,,True,./curated/femvisitation-videos/L6.P5_1.7.22-1.15.22_0002-UWO_visitation.MP4
56,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 5,1.7.22-1.15.22,1.7.22-1.15.22,L6.P5_1.7.22-1.15.22_0011.MP4,,UWO,Y,Y,13.0,0.0,2.0,0.0,0.0,1,1,1,0.0,0.0,0.0,30,Rolls outside of frame unclear who they belonged to ,MJ,,True,./curated/femvisitation-videos/L6.P5_1.7.22-1.15.22_0011.MP4
57,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 5,12.28.21-1.7.22,12.28.21-1.7.22,L6.P5_12.28.21-1.7.22_0010.MP4,,UWO,Y,Y,1.0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,30,"Female engaged at beginning, then left and ate berry. Male stopped displaying",MJ,,True,./curated/femvisitation-videos/L6.P5_12.28.21-1.7.22_0010.MP4
58,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4c,1.15.22-1.20.22,1.15.22-1.20.22,L6.P4c_1.15.22-1.20.22_0049.MP4,,WBY,Y,Y,3.0,1.0,,,,1,1,1,,,,30,green bird did wing tuck?,HLA,,True,./curated/femvisitation-videos/L6.P4c_1.15.22-1.20.22_0049.MP4
59,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4c,12.14.21-12.18.21,12.14.21-12.18.21,L6.P4c_12.14.21-12.18.21_0038.MP4,,WBY,Y,Y,3.0,2.0,,2.0,,1,1,1,,,,30,second roll was quiet,HLA,,True,./curated/femvisitation-videos/L6.P4c_12.14.21-12.18.21_0038.MP4
60,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4c,12.14.21-12.18.21,12.14.21-12.18.21,L6.P4c_12.14.21-12.18.21_0044.MP4,,WBY,Y,Y,4.0,8.0,1.0,2.0,,1,1,1,,,,30,,HLA,,True,./curated/femvisitation-videos/L6.P4c_12.14.21-12.18.21_0044.MP4
61,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4c,12.14.21-12.18.21,12.14.21-12.18.21,L6.P4c_12.14.21-12.18.21_0046.MP4,,WBY,Y,Y,4.0,,,,,1,1,1,,,,30,,HLA,,True,./curated/femvisitation-videos/L6.P4c_12.14.21-12.18.21_0046.MP4
62,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4c,12.14.21-12.18.21,12.14.21-12.18.21,L6.P4c_12.14.21-12.18.21_0048.MP4,,WBY,Y,Y,3.0,2.0,,1.0,,1,1,1,,,,30,,HLA,,True,./curated/femvisitation-videos/L6.P4c_12.14.21-12.18.21_0048.MP4
63,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 6,Pista 4c,12.14.21-12.18.21,12.14.21-12.18.21,L6.P4c_12.14.21-12.18.21_0050.MP4,,WBY,Y,Y,,1.0,,,1.0,1,1,0,,,,30,"ALL OF THESE FEMALE VISITATION COUNTS ARE LIKELY THE SAME UNBANDED FEMALE; SHOULD EACH VIDEO COUNT AS N=1, OR SHOULD ALL OF THEM TOTAL 1 VISIT -",HLA,,True,./curated/femvisitation-videos/L6.P4c_12.14.21-12.18.21_0050.MP4
