Folder,Lek,Pista,DateRange,DateRange_Folder,FileName,studyPeriod,Male,PresentYN,DisplayYN,Snaps,quietSnaps,Grunts,Rolls,Calls,FemVisitation,courtshipSuccess,Copulation,JuvPresent,Gardening,vidLength,Notes,Observer,someUncertaintyAboutFemaleVisitation
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0001.MP4,,UNK,Y,Y,7,,1,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0002.MP4,,UNK,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0003.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0004.MP4,,YYR,Y,Y,4,,1,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0005.MP4,,YYR,Y,Y,12,,,,,,,,,2,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0006.MP4,,YYR,Y,Y,6,1,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0007.MP4,,YYR,Y,Y,13,,1,,,,,,,1,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0008.MP4,,YYR,Y,Y,10,1,1,,,,,,,1,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0009.MP4,,YYR,Y,Y,11,2,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0010.MP4,,YYR,Y,Y,10,,1,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0011.MP4,,YYR,Y,Y,13,1,2,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0012.MP4,,YYR,Y,Y,6,,,,,,,,,1,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0013.MP4,,YYR,Y,N,,,,,,,,,,1,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0014.MP4,,YYR,Y,Y,5,,,,,,,,,1,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0015.MP4,,YYR,Y,Y,2,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0016.MP4,,YYR,Y,Y,2,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0017.MP4,,YYR,Y,Y,6,,,,,1,1,,,,30,female unbanded ,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0018.MP4,,YYR,Y,Y,6,,1,,,2,1,,,,30,female unbanded; two females visiting at once,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0019.MP4,,YYR,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0020.MP4,,YYR,Y,N,,,,,,1,0,,,,30,"female unbanded, no snaps in front of female only jumping",NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0021.MP4,,YYR,Y,Y,11,,2,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0022.MP4,,YYR,Y,Y,9,,1,,,,,,,1,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0023.MP4,,YYR,Y,Y,5,,1,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0024.MP4,,YYR,Y,Y,7,,2,,,1,1,,,,30,female unbanded,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0025.MP4,,YYR,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0026.MP4,,YYR,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0027.MP4,,YYR,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0028.MP4,,YYR,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0029.MP4,,YYR,Y,Y,4,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0030.MP4,,YYR,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0031.MP4,,YYR,Y,Y,2,,1,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0032.MP4,,YYR,Y,Y,9,,1,,,,,,,1,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0033.MP4,,UNK,Y,Y,2,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0034.MP4,,UNK,Y,Y,9,,1,,,1,1,,,,30,female unbanded,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0035.MP4,,UNK,Y,Y,17,,2,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0036.MP4,,UNK,Y,Y,7,,1,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0037.MP4,,YYR,Y,Y,7,,1,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0038.MP4,,YYR,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0039.MP4,,YYR,Y,N,,,,,,,,,,3,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0040.MP4,,,N,,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0041.MP4,,YYR,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0042.MP4,,YYR,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0043.MP4,,,Y,Y,4,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0044.MP4,,YYR,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0045.MP4,,YYR,Y,Y,8,,1,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0046.MP4,,YYR,Y,Y,6,,,,,,,,,1,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0047.MP4,,YYR,Y,Y,4,,,,,,,,,2,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0048.MP4,,YYR,Y,Y,4,,,,,,,,,2,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0049.MP4,,YYR,Y,Y,2,,,,,1,1,,,,30,female WUU,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0050.MP4,,YYR,Y,Y,,3,,,,1,0,,,,30,female unbanded; doesn't actually join male in dance; never leaps to the same stick where he is perched,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0051.MP4,,YYR,Y,Y,,1,,1,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0052.MP4,,YYR,Y,Y,,,,1,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0053.MP4,,YYR,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0054.MP4,,YYR,Y,Y,16,1,2,1,,,,,2,,30,"Juvs unbanded; thinking juv because the first one was leaping not flying, and the male's dance got thrown off by the two present",NSA,Y
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0055.MP4,,YYR,Y,Y,,2,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0056.MP4,,YYR,Y,Y,,,,1,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0057.MP4,,YYR,Y,Y,9,,1,,,1,1,,,,30,female WUU,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0058.MP4,,YYR,Y,Y,10,,1,,,1,1,,,,30,female OGW,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0059.MP4,,YYR,Y,Y,12,1,1,,,1,1,,,,30,female unbanded; he aborts the grunt-jump,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0060.MP4,,YYR,Y,Y,1,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0061.MP4,,YYR,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0062.MP4,,YYR,Y,Y,13,,2,,,1,1,,,,30,female unbanded ,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0063.MP4,,YYR,Y,Y,7,,1,,,1,1,,,,30,female unbanded ,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0064.MP4,,YYR,Y,Y,7,,1,,,1,1,,,,30,female unbanded ,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0065.MP4,,YYR,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0066.MP4,,YYR,Y,Y,4,,,,,,,,,1,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0067.MP4,,YYR,Y,Y,14,,1,,,,,,,3,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0068.MP4,,YYR,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0069.MP4,,YYR,Y,Y,6,,1,,,,,,,2,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0070.MP4,,UNK,Y,Y,4,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0071.MP4,,UNK,Y,Y,9,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0072.MP4,,UNK,Y,Y,8,,1,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0073.MP4,,UNK,Y,Y,2,,,,,,,,,1,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0074.MP4,,UNK,Y,Y,7,1,,1,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0075.MP4,,UNK,Y,Y,8,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0076.MP4,,YYR,Y,Y,5,2,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0077.MP4,,YYR,Y,Y,4,,1,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0078.MP4,,YYR,Y,Y,10,1,1,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0079.MP4,,YYR,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0080.MP4,,YYR,Y,Y,14,,2,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0081.MP4,,YYR,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0082.MP4,,YYR,Y,Y,1,,1,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0083.MP4,,YYR,Y,Y,8,,,,,,,,,2,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0084.MP4,,YYR,Y,Y,4,,1,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0085.MP4,,YYR,Y,N,,,,,,,,,,2,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0086.MP4,,YYR,Y,N,,,,,,,,,,1,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0087.MP4,,YYR,Y,N,,,,,,,,,,,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0088.MP4,,YYR,Y,Y,2,,,,1,,,,,1,30,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0089.MP4,,YYR,Y,Y,4,,1,,,,,,,1,30,,NSA,
