Folder,Lek,Pista,DateRange,DateRange_Folder,FileName,studyPeriod,Male,PresentYN,DisplayYN,Snaps,quietSnaps,Grunts,Rolls,Calls,FemVisitation,courtshipSuccess,Copulation,JuvPresent,Gardening,vidLength,Notes,Observer,Additional_Notes
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 4,1.20.22-1.23.22 (la camara no estaba grabando 1.31.22-2.3.22 estaba mojada y la retire para secarla),1.20.22-1.31.22 (la camara no estaba grabando 1.31.22-2.3.22 estaba mojada y la retire para secarla),IMG_0223.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 4,1.20.22-1.23.22 (la camara no estaba grabando 1.31.22-2.3.22 estaba mojada y la retire para secarla),1.20.22-1.31.22 (la camara no estaba grabando 1.31.22-2.3.22 estaba mojada y la retire para secarla),IMG_0224.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 4,1.20.22-1.23.22 (la camara no estaba grabando 1.31.22-2.3.22 estaba mojada y la retire para secarla),1.20.22-1.31.22 (la camara no estaba grabando 1.31.22-2.3.22 estaba mojada y la retire para secarla),IMG_0225.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 4,1.20.22-1.23.22 (la camara no estaba grabando 1.31.22-2.3.22 estaba mojada y la retire para secarla),1.20.22-1.31.22 (la camara no estaba grabando 1.31.22-2.3.22 estaba mojada y la retire para secarla),IMG_0226.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 4,1.20.22-1.23.22 (la camara no estaba grabando 1.31.22-2.3.22 estaba mojada y la retire para secarla),1.20.22-1.31.22 (la camara no estaba grabando 1.31.22-2.3.22 estaba mojada y la retire para secarla),IMG_0227.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 4,1.20.22-1.23.22 (la camara no estaba grabando 1.31.22-2.3.22 estaba mojada y la retire para secarla),1.20.22-1.31.22 (la camara no estaba grabando 1.31.22-2.3.22 estaba mojada y la retire para secarla),IMG_0228.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 4,1.20.22-1.23.22 (la camara no estaba grabando 1.31.22-2.3.22 estaba mojada y la retire para secarla),1.20.22-1.31.22 (la camara no estaba grabando 1.31.22-2.3.22 estaba mojada y la retire para secarla),IMG_0229.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 4,1.20.22-1.23.22 (la camara no estaba grabando 1.31.22-2.3.22 estaba mojada y la retire para secarla),1.20.22-1.31.22 (la camara no estaba grabando 1.31.22-2.3.22 estaba mojada y la retire para secarla),IMG_0230.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-1.23.22,1.19.22-2.17.22,IMG_0001.MP4,,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-1.23.22,1.19.22-2.17.22,IMG_0002.MP4,,"WUO, JUV",Y,Y,8,1,1,,1,,,,2,,30,"WUO IN GREEN PLUMAGE + WITH RADIO; two JUVs present; summed their display activity together; the second was WUO, who got a radio in spring 2021 and disappeared; HLA comments",SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-1.23.22,1.19.22-2.17.22,IMG_0003.MP4,,UNK,Y,Y,2,,1,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-1.23.22,1.19.22-2.17.22,IMG_0004.MP4,,JUV,Y,Y,6,,,,,,,,1,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-1.23.22,1.19.22-2.17.22,IMG_0005.MP4,,JUV,Y,Y,13,,,,1,,,,1,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-1.23.22,1.19.22-2.17.22,IMG_0006.MP4,,JUV,Y,Y,3,,,1,,,,,1,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-1.23.22,1.19.22-2.17.22,IMG_0007.MP4,,JUV,Y,Y,4,5,,,1,,,,1,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-1.23.22,1.19.22-2.17.22,IMG_0008.MP4,,JUV,Y,Y,4,,2,,,,,,1,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-1.23.22,1.19.22-2.17.22,IMG_0009.MP4,,JUV,Y,Y,5,2,1,1,,,,,1,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-1.23.22,1.19.22-2.17.22,IMG_0010.MP4,,JUV,Y,Y,7,3,1,,,,,,1,1,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-1.23.22,1.19.22-2.17.22,IMG_0011.MP4,,JUV,Y,Y,9,,3,,,,,,1,1,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-1.23.22,1.19.22-2.17.22,IMG_0012.MP4,,JUV,Y,Y,7,,1,,1,,,,1,1,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-1.23.22,1.19.22-2.17.22,IMG_0013.MP4,,JUV,Y,Y,2,,1,,,,,,1,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-1.23.22,1.19.22-2.17.22,IMG_0014.MP4,,JUV,Y,Y,7,,2,,,,,,1,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-1.23.22,1.19.22-2.17.22,IMG_0015.MP4,,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-1.23.22,1.19.22-2.17.22,IMG_0016.MP4,,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-1.23.22,1.19.22-2.17.22,IMG_0017.MP4,,JUV,Y,Y,5,,2,,,,,,1,,30,muffled audio,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-1.23.22,1.19.22-2.17.22,IMG_0018.MP4,,JUV,Y,Y,5,,,,,,,,1,1,30,muffled audio,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-1.23.22,1.19.22-2.17.22,IMG_0019.MP4,,"BRU, Unbanded, JUV",Y,Y,2,1,,,17,,,,1,,30,double check! - sjr,HLA,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-1.23.22,1.19.22-2.17.22,IMG_0020.MP4,,"Unbanded, JUV",Y,Y,3,5,,,4,,,,1,,30,double check!  - sjr; background calls/snaps,HLA,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-1.23.22,1.19.22-2.17.22,IMG_0021.MP4,,UNK,Y,Y,1,,,2,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-1.23.22,1.19.22-2.17.22,IMG_0022.MP4,,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-1.23.22,1.19.22-2.17.22,IMG_0023.MP4,,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-1.23.22,1.19.22-2.17.22,IMG_0024.MP4,N,JUV,Y,Y,4,1,,,,,,,1,1,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0025.MP4,N,JUV,Y,Y,1,,,,,,,,1,1,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0026.MP4,N,JUV,Y,Y,2,2,,,1,,,,1,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0027.MP4,N,JUV,Y,Y,4,,1,,,,,,1,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0028.MP4,N,JUV,Y,Y,6,1,1,,,,,,1,1,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0029.MP4,N,JUV,Y,Y,4,,2,,,,,,1,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0030.MP4,N,JUV,Y,Y,6,,1,,,,,,1,1,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0031.MP4,N,JUV,Y,Y,6,1,1,,,,,,1,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0032.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0033.MP4,N,JUV,Y,Y,13,2,1,,,,,,1,1,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0034.MP4,N,UNK,Y,Y,4,7,1,,2,,,,1,,30,only UNK was displaying,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0035.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0036.MP4,N,JUV,Y,Y,8,1,2,,,,,,1,1,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0037.MP4,N,JUV,Y,Y,6,,2,,,,,,1,1,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0038.MP4,N,JUV,Y,N,,,,,,,,,1,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0039.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0040.MP4,N,JUV,Y,Y,4,,,,1,,,,1,1,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0041.MP4,N,"JUV, UNK",Y,Y,1,,,,,,,,1,,30,background activity; adult male UNK also present,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0042.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0043.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0044.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0045.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0046.MP4,N,JUV,Y,N,,,,,,,,,1,1,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0047.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0048.MP4,N,JUV,Y,Y,1,,,,1,,,,1,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0049.MP4,N,JUV,Y,Y,4,2,,,,,,,1,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0050.MP4,N,JUV,Y,Y,6,,1,,,,,,1,1,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0051.MP4,N,JUV,Y,Y,3,,1,,,,,,1,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0052.MP4,N,Unbanded,Y,Y,1,,1,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0053.MP4,N,JUV,Y,Y,6,,1,,1,,,,1,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0054.MP4,N,JUV,Y,Y,3,,1,,,,,,1,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0055.MP4,N,JUV,Y,Y,4,,2,,,,,,1,1,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0056.MP4,N,JUV,Y,Y,2,,1,,,,,,1,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0057.MP4,N,JUV,Y,Y,4,,1,,,,,,1,1,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0058.MP4,N,JUV,Y,Y,10,,,,1,,,,1,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0059.MP4,N,JUV,Y,Y,6,1,,,2,,,,1,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0060.MP4,N,JUV,Y,Y,5,4,,2,2,,,,1,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0061.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0062.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0063.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0064.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0065.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0066.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0067.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0068.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0069.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0070.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0071.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0072.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0073.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0074.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0075.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0076.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0077.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0078.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0079.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0080.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0081.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0082.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0083.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0084.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0085.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0086.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0087.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0088.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0089.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0090.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0091.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0092.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0093.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0094.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0095.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0096.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0097.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0098.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0099.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0100.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0101.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0102.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0103.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0104.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0105.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0106.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0107.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0108.MP4,N,,N,,,,,,,,,,,,30,,SJR,
CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 5,1.19.22-2.17.22,1.19.22-2.17.22,IMG_0109.MP4,N,,N,,,,,,,,,,,,30,,SJR,
