label,label_id,points,type,confidence,frame_id
Female,1.0,"[735, 312, 834, 381]",rectangle,0.60777307,661
Female,1.0,"[733, 311, 835, 382]",rectangle,0.5665169,662
Female,1.0,"[733, 312, 837, 382]",rectangle,0.5320394,663
Female,1.0,"[733, 314, 835, 385]",rectangle,0.43795648,664
Male,0.0,"[1820, 796, 1913, 860]",rectangle,0.5230003,665
Female,1.0,"[731, 316, 832, 386]",rectangle,0.43787655,665
Female,1.0,"[732, 315, 827, 386]",rectangle,0.4761372,666
Male,0.0,"[1831, 753, 1918, 852]",rectangle,0.44196793,667
Female,1.0,"[733, 316, 829, 386]",rectangle,0.40276793,667
Female,1.0,"[736, 315, 832, 384]",rectangle,0.48152193,668
Male,0.0,"[1845, 752, 1918, 849]",rectangle,0.4741902,668
Female,1.0,"[737, 315, 832, 382]",rectangle,0.52166295,669
Male,0.0,"[1845, 755, 1918, 849]",rectangle,0.49936748,669
Male,0.0,"[1845, 763, 1918, 847]",rectangle,0.5209072,670
Female,1.0,"[736, 315, 833, 384]",rectangle,0.47973433,670
Male,0.0,"[1845, 761, 1919, 849]",rectangle,0.5270281,671
Female,1.0,"[739, 317, 831, 382]",rectangle,0.39489773,671
Male,0.0,"[1846, 760, 1919, 850]",rectangle,0.52693725,672
Female,1.0,"[739, 316, 834, 382]",rectangle,0.4487852,672
Male,0.0,"[1846, 759, 1919, 850]",rectangle,0.5293356,673
Female,1.0,"[737, 315, 837, 382]",rectangle,0.49086636,673
Male,0.0,"[1846, 760, 1919, 850]",rectangle,0.528019,674
Female,1.0,"[737, 314, 835, 382]",rectangle,0.52227855,674
Male,0.0,"[1846, 758, 1919, 850]",rectangle,0.5256676,675
Female,1.0,"[738, 317, 835, 384]",rectangle,0.43350714,675
Male,0.0,"[1846, 758, 1919, 851]",rectangle,0.5267599,676
Female,1.0,"[736, 315, 835, 384]",rectangle,0.43170178,676
Male,0.0,"[1846, 758, 1919, 851]",rectangle,0.533204,677
Female,1.0,"[738, 313, 829, 383]",rectangle,0.39856595,677
Male,0.0,"[1846, 758, 1919, 850]",rectangle,0.5248985,678
Female,1.0,"[736, 314, 836, 385]",rectangle,0.44796175,678
Male,0.0,"[1846, 758, 1919, 850]",rectangle,0.51427037,679
Female,1.0,"[736, 315, 836, 385]",rectangle,0.4648825,679
Male,0.0,"[1846, 758, 1919, 850]",rectangle,0.5169299,680
Female,1.0,"[736, 314, 835, 385]",rectangle,0.48823705,680
Female,1.0,"[736, 315, 835, 385]",rectangle,0.5236036,681
Male,0.0,"[1846, 758, 1919, 849]",rectangle,0.50858974,681
Male,0.0,"[1846, 759, 1919, 849]",rectangle,0.5089425,682
Female,1.0,"[736, 315, 836, 385]",rectangle,0.44522706,682
Male,0.0,"[1846, 759, 1919, 849]",rectangle,0.5140438,683
Female,1.0,"[736, 313, 835, 385]",rectangle,0.49383897,683
Male,0.0,"[1846, 759, 1919, 849]",rectangle,0.51741254,684
Female,1.0,"[735, 314, 836, 386]",rectangle,0.4580376,684
Male,0.0,"[1846, 759, 1919, 849]",rectangle,0.50975627,685
