Index,Folder,Lek,Pista,DateRange,DateRange_Folder,FileName,Male,PresentYN,DisplayYN,Snaps,quietSnaps,Grunts,Rolls,Calls,FemVisitation,courtshipSuccess,Copulation,JuvPresent,Gardening,vidLength,Notes,Observer,Unnamed: 22,is_available,local_path
1017,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0023.MP4,OGR,Y,Y,4.0,0.0,2.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.7.22-1.15.22 (incorrect dates on camera)/1.7.22-1.15.22_0023.MP4
1018,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0024.MP4,OGR,Y,Y,1.0,0.0,1.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.7.22-1.15.22 (incorrect dates on camera)/1.7.22-1.15.22_0024.MP4
1019,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0025.MP4,OGR,Y,Y,2.0,4.0,2.0,0.0,0.0,0,,0.0,0,0.0,30,0:41 video length,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.7.22-1.15.22 (incorrect dates on camera)/1.7.22-1.15.22_0025.MP4
1020,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0026.MP4,OGR,Y,Y,8.0,0.0,1.0,1.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.7.22-1.15.22 (incorrect dates on camera)/1.7.22-1.15.22_0026.MP4
1021,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0027.MP4,OGR,Y,Y,7.0,0.0,2.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.7.22-1.15.22 (incorrect dates on camera)/1.7.22-1.15.22_0027.MP4
1022,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0028.MP4,OGR,Y,Y,6.0,0.0,0.0,0.0,1.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.7.22-1.15.22 (incorrect dates on camera)/1.7.22-1.15.22_0028.MP4
1023,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0029.MP4,OGR,Y,Y,6.0,0.0,2.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.7.22-1.15.22 (incorrect dates on camera)/1.7.22-1.15.22_0029.MP4
1024,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0030.MP4,OGR,Y,Y,4.0,1.0,1.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.7.22-1.15.22 (incorrect dates on camera)/1.7.22-1.15.22_0030.MP4
1025,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0031.MP4,OGR,Y,Y,6.0,0.0,1.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.7.22-1.15.22 (incorrect dates on camera)/1.7.22-1.15.22_0031.MP4
1026,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0032.MP4,OGR,Y,Y,2.0,0.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.7.22-1.15.22 (incorrect dates on camera)/1.7.22-1.15.22_0032.MP4
1027,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0033.MP4,OGR,Y,Y,1.0,0.0,1.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.7.22-1.15.22 (incorrect dates on camera)/1.7.22-1.15.22_0033.MP4
1028,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0036.MP4,OGR,Y,Y,13.0,0.0,2.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.7.22-1.15.22 (incorrect dates on camera)/1.7.22-1.15.22_0036.MP4
1029,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0037.MP4,OGR,Y,Y,0.0,0.0,1.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.7.22-1.15.22 (incorrect dates on camera)/1.7.22-1.15.22_0037.MP4
1030,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0039.MP4,OGR,Y,Y,2.0,0.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.7.22-1.15.22 (incorrect dates on camera)/1.7.22-1.15.22_0039.MP4
1031,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0040.MP4,OGR,Y,Y,4.0,0.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.7.22-1.15.22 (incorrect dates on camera)/1.7.22-1.15.22_0040.MP4
1032,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0041.MP4,OGR,Y,Y,12.0,0.0,2.0,1.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.7.22-1.15.22 (incorrect dates on camera)/1.7.22-1.15.22_0041.MP4
1033,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0042.MP4,OGR,Y,Y,10.0,0.0,2.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.7.22-1.15.22 (incorrect dates on camera)/1.7.22-1.15.22_0042.MP4
1034,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0043.MP4,OGR,Y,Y,4.0,0.0,0.0,0.0,0.0,0,,0.0,0,1.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.7.22-1.15.22 (incorrect dates on camera)/1.7.22-1.15.22_0043.MP4
1035,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0044.MP4,OGR,Y,Y,1.0,0.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.7.22-1.15.22 (incorrect dates on camera)/1.7.22-1.15.22_0044.MP4
1036,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0045.MP4,OGR,Y,Y,2.0,0.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.7.22-1.15.22 (incorrect dates on camera)/1.7.22-1.15.22_0045.MP4
1037,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0046.MP4,OGR,Y,Y,6.0,0.0,1.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.7.22-1.15.22 (incorrect dates on camera)/1.7.22-1.15.22_0046.MP4
1038,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0047.MP4,OGR,Y,Y,11.0,0.0,2.0,0.0,0.0,1,1.0,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.7.22-1.15.22 (incorrect dates on camera)/1.7.22-1.15.22_0047.MP4
1039,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0048.MP4,OGR,Y,Y,0.0,0.0,1.0,0.0,1.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.7.22-1.15.22 (incorrect dates on camera)/1.7.22-1.15.22_0048.MP4
1040,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0050.MP4,OGR,Y,Y,5.0,0.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.7.22-1.15.22 (incorrect dates on camera)/1.7.22-1.15.22_0050.MP4
1041,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0051.MP4,OGR,Y,Y,13.0,0.0,4.0,0.0,1.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.7.22-1.15.22 (incorrect dates on camera)/1.7.22-1.15.22_0051.MP4
1042,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0052.MP4,OGR,Y,Y,3.0,0.0,2.0,0.0,1.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.7.22-1.15.22 (incorrect dates on camera)/1.7.22-1.15.22_0052.MP4
1043,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0053.MP4,OGR,Y,Y,4.0,1.0,2.0,0.0,1.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.7.22-1.15.22 (incorrect dates on camera)/1.7.22-1.15.22_0053.MP4
1044,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0054.MP4,OGR,Y,Y,11.0,0.0,2.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.7.22-1.15.22 (incorrect dates on camera)/1.7.22-1.15.22_0054.MP4
1045,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22 (incorrect dates on camera),1.7.22-1.15.22_0055.MP4,OGR,Y,Y,3.0,0.0,1.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/1.7.22-1.15.22 (incorrect dates on camera)/1.7.22-1.15.22_0055.MP4
1046,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0041.MP4,OGR,Y,Y,7.0,0.0,1.0,0.0,1.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0041.MP4
1047,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0042.MP4,OGR,Y,Y,7.0,0.0,1.0,2.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0042.MP4
1048,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0043.MP4,OGR,Y,Y,2.0,1.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0043.MP4
1049,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0044.MP4,OGR,Y,Y,4.0,0.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0044.MP4
1050,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0045.MP4,OGR,Y,Y,3.0,0.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0045.MP4
1051,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0046.MP4,OGR,Y,Y,8.0,1.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0046.MP4
1053,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0048.MP4,OGR,Y,Y,2.0,0.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0048.MP4
1054,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0049.MP4,OGR,Y,Y,6.0,0.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0049.MP4
1055,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0050.MP4,OGR,Y,Y,5.0,2.0,1.0,0.0,0.0,0,,0.0,0,0.0,30,"Lots of background noise after bird left fram, not sure what calls/rolls belong to OGR",MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0050.MP4
1056,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0051.MP4,OGR,Y,Y,5.0,0.0,1.0,1.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0051.MP4
1058,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0053.MP4,OGR,Y,Y,2.0,0.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0053.MP4
1059,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0054.MP4,OGR,Y,Y,5.0,0.0,0.0,0.0,0.0,0,,0.0,0,1.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0054.MP4
1060,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0055.MP4,OGR,Y,Y,6.0,0.0,1.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0055.MP4
1061,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0056.MP4,OGR,Y,Y,4.0,0.0,1.0,0.0,1.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0056.MP4
1062,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0057.MP4,OGR,Y,Y,5.0,1.0,1.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0057.MP4
1063,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0058.MP4,OGR,Y,Y,19.0,0.0,2.0,0.0,0.0,0,,0.0,0,1.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0058.MP4
1064,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0059.MP4,OGR,Y,Y,1.0,0.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0059.MP4
1065,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0060.MP4,OGR,Y,Y,3.0,1.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0060.MP4
1066,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0062.MP4,OGR,Y,Y,12.0,0.0,1.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0062.MP4
1067,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0065.MP4,OGR,Y,Y,7.0,0.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0065.MP4
1068,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0066.MP4,OGR,Y,Y,4.0,0.0,1.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0066.MP4
